20.69,14.69,0
20.75,14.75,0
20.75,14.75,0
20.81,14.75,0
20.69,14.75,0
20.81,14.75,0
20.69,14.75,0
20.81,14.75,0
20.75,14.75,0
20.75,14.81,0
20.75,14.75,0
20.75,14.75,0
20.75,14.81,0
14.81,20.81,1
14.81,20.75,1
14.81,20.75,1
14.81,20.81,1
14.81,20.75,1
14.81,20.75,1
14.81,20.81,1
20.75,14.88,0
20.81,14.88,0
20.75,14.81,0
20.75,14.81,0
20.81,14.81,0
20.75,14.81,0
20.75,14.81,0
20.75,14.81,0
